sample_id,rainfall_24h_mm,soil_moisture_pct,slope_deg,ground_movement_mm,elevation_m,curvature,failure_occurred
SMP-01219,166.1,79.4,27.9,7.13,2776.0,-0.02,1
SMP-01220,27.2,92.9,20.0,1.07,2945.0,0.15,0
SMP-01221,184.0,57.3,13.7,7.3,1764.0,0.48,1
SMP-01222,209.1,61.9,38.1,3.03,2496.0,-0.21,0
SMP-01223,101.3,37.1,39.4,5.57,2787.0,0.44,1
SMP-01224,95.0,65.6,42.7,8.5,1855.0,-0.19,1
SMP-01225,12.3,82.4,38.0,5.42,2233.0,-0.28,0
SMP-01226,174.5,42.0,25.7,3.65,1573.0,0.11,0
SMP-01227,231.2,57.2,44.8,5.27,666.0,-0.21,1
SMP-01228,88.2,70.3,36.2,3.15,3124.0,-0.12,0
SMP-01229,47.3,85.2,41.7,5.99,3032.0,0.49,0
SMP-01230,216.5,72.9,12.9,7.08,1771.0,0.08,1
SMP-01231,201.0,30.2,29.6,2.4,1676.0,0.07,0
SMP-01232,155.2,64.9,14.8,8.76,3071.0,0.2,1
SMP-01233,61.1,34.1,45.5,4.27,2209.0,-0.27,0
SMP-01234,117.3,67.1,42.6,7.13,1791.0,0.37,1
SMP-01235,13.5,95.2,40.1,4.25,735.0,-0.44,0
SMP-01236,234.5,82.6,15.9,3.39,1906.0,0.13,1
SMP-01237,34.1,32.6,24.0,8.43,2760.0,-0.45,0
SMP-01238,46.0,48.6,22.7,5.97,372.0,0.25,0
SMP-01239,183.3,72.4,49.5,5.41,466.0,-0.2,1
SMP-01240,95.4,57.4,45.7,3.77,2231.0,0.38,0
SMP-01241,124.8,51.5,13.7,4.1,427.0,0.2,0
SMP-01242,132.6,94.9,18.3,7.57,3143.0,-0.31,1
SMP-01243,149.9,44.1,14.2,3.06,2586.0,-0.2,0
SMP-01244,79.2,88.8,50.1,5.99,1923.0,0.42,0
SMP-01245,246.5,55.5,44.8,9.15,2486.0,0.38,1
SMP-01246,217.5,31.8,44.0,2.58,1238.0,-0.32,1
SMP-01247,34.3,77.8,36.4,8.66,2922.0,0.08,1
SMP-01248,254.9,80.5,14.3,4.25,3091.0,-0.17,1
SMP-01249,212.9,83.5,17.6,4.35,1183.0,0.28,1
SMP-01250,209.7,90.2,41.1,8.69,2266.0,0.24,1
SMP-01251,243.9,91.0,49.5,0.67,1545.0,-0.35,1
SMP-01252,75.4,84.2,25.4,3.91,2795.0,-0.08,0
SMP-01253,220.5,64.7,47.3,5.07,1701.0,0.48,1
SMP-01254,158.6,31.2,33.5,9.45,989.0,-0.13,1
SMP-01255,152.3,69.2,37.1,0.54,1847.0,-0.4,1
SMP-01256,31.1,39.7,48.3,1.66,1305.0,0.07,0
SMP-01257,108.9,30.5,51.1,3.86,1304.0,0.28,1
SMP-01258,109.3,82.0,14.2,5.06,3035.0,0.32,1
SMP-01259,116.3,85.3,16.4,4.45,884.0,-0.35,1
SMP-01260,28.9,73.5,47.6,2.81,2931.0,0.12,0
SMP-01261,92.9,55.4,35.2,6.31,666.0,-0.46,1
SMP-01262,111.5,90.6,49.4,5.86,1975.0,0.38,1
SMP-01263,166.1,52.0,34.5,4.82,1754.0,0.04,1
SMP-01264,179.2,71.0,42.1,2.01,1655.0,0.49,1
SMP-01265,51.3,40.3,27.1,0.15,1599.0,-0.44,0
SMP-01266,238.0,48.9,49.5,4.21,2714.0,-0.37,1
SMP-01267,104.5,51.8,31.0,4.44,871.0,-0.08,0
SMP-01268,144.1,77.7,25.6,3.32,1081.0,-0.21,0
SMP-01269,220.7,52.0,26.3,2.9,378.0,-0.1,1
SMP-01270,201.1,39.8,34.9,1.23,3106.0,0.06,0
SMP-01271,255.8,79.1,17.6,9.48,2536.0,-0.33,1
SMP-01272,111.2,34.2,47.7,2.21,2835.0,-0.25,1
SMP-01273,232.8,38.5,31.5,0.29,1503.0,0.05,1
SMP-01274,199.7,51.1,26.1,2.73,1514.0,-0.26,1
SMP-01275,105.6,62.9,45.9,5.93,1614.0,0.09,1
SMP-01276,91.4,40.8,29.5,7.51,1145.0,0.1,0
SMP-01277,109.1,56.9,40.1,4.83,1652.0,-0.29,0
SMP-01278,120.5,65.4,16.0,1.01,2876.0,0.15,0
SMP-01279,136.9,59.7,51.1,9.16,856.0,0.48,1
SMP-01280,45.4,61.5,29.2,2.91,2951.0,-0.18,0
SMP-01281,202.2,44.5,16.8,3.69,716.0,-0.07,1
SMP-01282,34.3,53.1,44.3,8.07,2907.0,0.38,1
SMP-01283,102.6,88.2,13.8,7.27,1274.0,0.46,1
SMP-01284,151.1,59.5,45.8,0.42,1513.0,0.14,0
SMP-01285,95.6,61.5,40.9,0.82,1940.0,-0.3,0
SMP-01286,170.2,52.0,43.0,7.45,852.0,-0.33,1
SMP-01287,216.8,62.4,26.3,8.78,1201.0,0.01,1
SMP-01288,128.0,86.8,21.4,2.67,2854.0,-0.29,0
SMP-01289,235.3,39.2,44.0,5.89,2199.0,-0.41,1
SMP-01290,244.4,33.8,43.6,9.3,2559.0,0.42,1
SMP-01291,99.2,91.7,31.4,3.29,2478.0,-0.39,1
SMP-01292,149.7,76.4,14.8,4.71,3110.0,-0.03,1
SMP-01293,20.3,98.0,30.5,2.2,1340.0,0.03,0
SMP-01294,98.8,91.7,41.8,1.07,2749.0,-0.15,0
SMP-01295,65.3,83.3,50.9,3.55,569.0,0.07,1
SMP-01296,86.4,86.9,50.9,3.18,2416.0,-0.48,1
SMP-01297,107.1,55.0,46.3,0.44,1469.0,0.13,0
SMP-01298,75.0,97.4,17.5,4.32,870.0,-0.16,0
SMP-01299,201.3,59.0,30.4,2.82,2286.0,0.49,1
SMP-01300,109.9,44.5,39.4,2.31,3135.0,0.22,0
SMP-01301,122.6,81.5,31.1,1.91,1279.0,0.24,0
SMP-01302,167.9,85.7,35.5,3.09,1424.0,-0.41,1
SMP-01303,135.6,86.1,28.2,8.6,3041.0,0.15,1
SMP-01304,127.6,78.9,45.1,3.76,1547.0,0.22,1
SMP-01305,89.5,58.3,37.2,8.31,2073.0,0.03,1
SMP-01306,185.2,43.0,20.2,7.26,619.0,0.29,1
SMP-01307,225.0,54.9,34.9,8.81,2244.0,0.28,1
SMP-01308,254.1,33.6,33.3,2.95,2907.0,0.05,1
SMP-01309,123.1,46.8,41.9,7.95,1074.0,-0.47,1
SMP-01310,37.7,48.9,22.5,3.59,900.0,0.09,0
SMP-01311,67.7,71.0,22.6,8.67,1100.0,0.08,1
SMP-01312,258.9,46.5,25.6,0.96,1773.0,0.29,1
SMP-01313,51.6,94.1,47.9,8.02,1447.0,-0.43,1
SMP-01314,149.2,33.8,15.2,8.45,2100.0,-0.42,0
SMP-01315,56.7,75.8,49.4,8.73,457.0,0.15,1
SMP-01316,248.0,75.0,45.8,6.32,2315.0,-0.12,1
SMP-01317,135.6,49.1,28.6,5.03,1932.0,-0.32,0
SMP-01318,86.5,63.1,45.9,1.34,1314.0,-0.01,0
SMP-01319,44.6,46.8,18.1,3.71,1987.0,0.26,0
SMP-01320,137.1,45.0,25.5,9.34,2813.0,0.37,1
SMP-01321,99.2,76.2,30.3,9.18,1796.0,-0.28,1
SMP-01322,140.4,63.6,38.2,7.98,1161.0,-0.29,1
SMP-01323,169.9,96.1,17.5,6.25,3113.0,0.26,1
SMP-01324,121.0,35.1,34.6,2.56,927.0,0.38,0
SMP-01325,94.4,44.0,27.1,7.37,2017.0,0.25,0
SMP-01326,219.9,31.1,46.7,7.34,819.0,0.07,1
SMP-01327,101.3,59.7,29.4,1.51,1156.0,-0.16,0
SMP-01328,137.4,43.7,50.8,5.03,1143.0,-0.47,1
SMP-01329,155.7,31.3,42.6,8.02,2770.0,-0.3,1
SMP-01330,139.9,39.6,39.1,0.89,2250.0,-0.26,0
SMP-01331,34.2,94.8,46.4,4.98,1642.0,0.42,0
SMP-01332,113.0,84.4,20.9,8.32,2134.0,0.22,1
SMP-01333,225.8,85.5,27.8,0.59,472.0,-0.2,1
SMP-01334,144.0,65.9,21.8,7.57,1325.0,0.3,0
SMP-01335,237.3,61.9,47.7,2.16,3042.0,-0.22,1
SMP-01336,167.6,42.8,29.9,4.83,2128.0,0.43,1
SMP-01337,131.6,90.4,24.8,5.63,2739.0,0.03,1
SMP-01338,142.7,49.7,42.7,8.08,1723.0,-0.19,1
SMP-01339,36.6,44.9,40.7,1.45,911.0,-0.22,0
SMP-01340,47.7,44.3,12.1,5.8,1965.0,-0.36,0
SMP-01341,218.6,42.8,41.2,0.29,1808.0,0.03,1
SMP-01342,106.2,62.1,41.2,1.47,1632.0,0.12,0
SMP-01343,150.5,47.6,22.2,4.64,333.0,-0.37,0
SMP-01344,168.5,47.1,18.0,7.79,2944.0,-0.31,1
SMP-01345,225.4,95.9,33.3,4.29,738.0,0.38,1
SMP-01346,12.3,31.2,20.8,9.03,2662.0,-0.49,0
SMP-01347,134.5,38.9,39.0,2.55,3065.0,0.34,0
SMP-01348,39.8,52.8,16.6,6.91,2012.0,0.29,0
SMP-01349,229.4,95.9,29.0,0.82,975.0,0.23,1
SMP-01350,77.7,62.9,42.7,6.02,2427.0,-0.36,1
SMP-01351,201.1,90.6,15.5,7.7,1838.0,-0.23,1
SMP-01352,122.8,44.7,12.2,5.93,1152.0,0.4,0
SMP-01353,11.1,45.7,26.1,7.4,546.0,-0.38,0
SMP-01354,194.1,95.7,15.0,6.0,2457.0,0.27,1
SMP-01355,197.9,54.7,31.3,5.48,805.0,-0.21,1
SMP-01356,109.3,46.5,33.2,5.12,1122.0,-0.48,0
SMP-01357,251.1,44.7,26.4,8.28,3056.0,-0.43,1
SMP-01358,89.2,76.2,37.2,6.68,1383.0,-0.39,1
SMP-01359,165.3,81.7,14.0,2.09,1167.0,-0.12,1
SMP-01360,30.8,72.9,14.8,3.03,3056.0,-0.37,0
SMP-01361,69.2,56.3,22.9,3.63,1708.0,0.19,0
SMP-01362,258.4,42.6,28.2,2.29,892.0,-0.45,1
SMP-01363,205.8,84.2,24.7,6.94,1998.0,-0.13,1
SMP-01364,59.8,62.6,51.6,6.01,2640.0,-0.48,0
SMP-01365,43.0,65.5,45.1,0.7,1311.0,0.01,0
SMP-01366,137.9,74.9,44.4,4.87,678.0,0.15,1
SMP-01367,133.1,61.3,13.7,9.0,2855.0,-0.32,0
SMP-01368,20.0,33.3,32.7,5.06,3159.0,-0.41,0
SMP-01369,174.5,90.4,40.7,3.2,3113.0,0.19,1
SMP-01370,19.6,85.1,28.3,7.63,525.0,0.31,0
SMP-01371,258.9,75.4,27.3,5.25,2636.0,-0.19,1
SMP-01372,15.3,62.4,33.7,5.6,2811.0,0.2,0
SMP-01373,100.9,96.5,38.3,4.23,1907.0,0.11,1
SMP-01374,186.9,62.3,42.7,9.43,1737.0,0.18,1
SMP-01375,229.8,79.0,51.3,1.33,2543.0,0.24,1
SMP-01376,13.5,86.4,38.4,8.26,1738.0,-0.4,0
SMP-01377,21.2,43.2,43.2,9.07,1545.0,0.45,0
SMP-01378,201.2,87.0,18.7,0.2,1343.0,-0.06,0
SMP-01379,62.5,72.4,26.4,5.52,1433.0,0.42,0
SMP-01380,94.0,42.4,27.6,0.13,2776.0,-0.03,0
SMP-01381,203.1,70.7,13.1,0.84,2432.0,-0.35,0
SMP-01382,109.6,84.9,44.4,4.69,313.0,0.33,1
SMP-01383,98.8,51.2,35.4,3.37,2434.0,0.26,0
SMP-01384,239.6,71.9,50.3,8.73,1732.0,-0.16,1
SMP-01385,49.0,51.8,16.0,9.07,1596.0,-0.27,0
SMP-01386,204.5,90.7,32.0,5.48,717.0,-0.12,1
SMP-01387,123.6,97.5,38.6,4.81,1364.0,-0.24,1
SMP-01388,116.5,32.4,26.7,7.95,1803.0,0.37,0
SMP-01389,236.2,36.1,36.9,3.76,1269.0,-0.23,1
SMP-01390,11.8,68.6,35.6,3.37,814.0,0.04,0
SMP-01391,252.3,68.4,28.0,4.09,2302.0,-0.39,1
SMP-01392,168.1,55.9,33.8,3.34,2247.0,0.09,1
SMP-01393,58.3,51.2,21.7,7.69,2795.0,-0.31,0
SMP-01394,66.0,36.1,14.4,4.0,2318.0,-0.37,0
SMP-01395,159.1,37.9,45.0,5.09,603.0,-0.02,1
SMP-01396,107.2,43.9,47.3,1.66,3105.0,0.25,0
SMP-01397,58.2,34.6,49.0,4.58,2130.0,0.03,0
SMP-01398,228.8,69.9,49.1,9.27,2210.0,0.17,1
SMP-01399,246.9,58.1,49.4,6.85,1701.0,-0.38,1
SMP-01400,94.0,57.3,50.7,8.58,2070.0,-0.32,1
SMP-01401,248.1,47.7,41.0,2.16,2384.0,0.08,1
SMP-01402,164.2,30.9,22.6,8.79,2815.0,0.38,1
SMP-01403,200.2,42.4,22.4,5.17,366.0,0.07,1
SMP-01404,35.1,75.6,39.5,2.86,1916.0,-0.2,0
SMP-01405,137.0,57.9,51.1,6.25,350.0,0.33,1
SMP-01406,61.1,71.8,15.1,6.93,952.0,-0.25,0
SMP-01407,73.0,55.0,21.7,3.82,2959.0,0.47,0
SMP-01408,109.0,70.4,39.3,9.5,2889.0,0.12,1
SMP-01409,165.4,37.0,47.7,4.67,1549.0,-0.44,1
SMP-01410,50.1,86.7,14.5,3.6,979.0,-0.3,0
SMP-01411,131.4,51.4,27.1,9.29,962.0,0.25,1
SMP-01412,111.7,85.4,36.7,5.53,2846.0,0.2,1
SMP-01413,125.9,75.9,43.3,1.89,2674.0,0.43,1
SMP-01414,168.3,76.4,36.3,5.26,849.0,-0.44,1
SMP-01415,106.4,95.8,19.7,4.24,1152.0,0.49,1
SMP-01416,250.6,81.3,30.8,0.6,2498.0,0.3,1
SMP-01417,53.5,30.0,15.6,6.69,2341.0,-0.15,0
SMP-01418,172.8,33.8,20.4,3.46,2711.0,-0.29,0
SMP-01419,100.3,50.1,25.4,3.81,1804.0,-0.43,0
SMP-01420,241.6,93.1,33.1,3.15,617.0,0.32,1
SMP-01421,235.4,89.7,17.8,9.46,1385.0,-0.19,1
SMP-01422,211.8,97.1,15.4,2.74,1610.0,0.04,1
SMP-01423,239.3,84.2,50.7,2.15,1543.0,-0.28,1
SMP-01424,143.8,51.3,51.7,3.8,394.0,0.08,1
SMP-01425,79.8,92.2,42.5,3.0,2495.0,-0.41,0
SMP-01426,55.7,87.1,48.5,3.0,1600.0,-0.15,1
SMP-01427,13.6,65.1,29.6,0.11,1196.0,-0.29,0
SMP-01428,213.2,64.3,20.2,1.78,2476.0,0.31,0
SMP-01429,38.5,94.4,44.8,4.33,458.0,-0.2,1
SMP-01430,137.8,89.0,47.6,9.31,3162.0,-0.23,1
SMP-01431,205.3,82.1,51.9,1.47,1104.0,0.41,1
SMP-01432,114.9,38.9,26.7,6.5,1616.0,0.46,0
SMP-01433,200.5,59.9,48.7,8.74,2333.0,-0.04,1
SMP-01434,31.0,77.2,40.3,7.33,1751.0,-0.31,1
SMP-01435,163.5,32.3,16.0,4.8,2723.0,0.31,0
SMP-01436,242.7,42.2,24.7,5.33,1554.0,-0.33,1
SMP-01437,158.4,72.7,46.7,8.47,727.0,0.04,1
SMP-01438,185.5,56.7,19.7,5.0,3014.0,0.31,1
SMP-01439,121.6,62.3,20.5,9.43,2024.0,-0.37,1
SMP-01440,105.6,53.7,29.0,7.8,1854.0,-0.32,0
SMP-01441,16.2,79.3,40.0,9.08,601.0,-0.07,0
SMP-01442,109.9,88.9,17.5,1.84,1378.0,0.17,0
SMP-01443,243.8,73.1,37.7,4.11,3117.0,-0.33,1
SMP-01444,41.9,81.1,30.1,2.08,2909.0,0.33,0
SMP-01445,224.1,69.6,37.3,2.59,2650.0,-0.2,1
SMP-01446,87.6,84.0,19.0,5.38,1211.0,-0.09,0
SMP-01447,214.5,67.2,49.6,3.22,725.0,0.25,1
SMP-01448,111.6,71.4,30.1,6.43,1000.0,0.23,1
SMP-01449,80.5,94.5,18.3,7.73,3141.0,-0.32,1
SMP-01450,186.1,31.0,21.2,3.37,2179.0,-0.02,0
SMP-01451,68.5,41.7,22.7,8.03,820.0,-0.37,0
SMP-01452,34.2,80.2,49.7,1.79,1063.0,-0.1,0
SMP-01453,92.9,71.1,14.0,5.78,2701.0,0.25,0
SMP-01454,141.4,94.3,13.6,2.21,2576.0,0.45,1
SMP-01455,259.0,41.2,12.2,5.32,2356.0,-0.38,1
SMP-01456,196.5,65.7,22.8,1.77,2809.0,0.18,1
SMP-01457,190.8,73.7,51.9,3.3,517.0,-0.27,1
SMP-01458,42.9,84.9,33.2,6.8,2325.0,-0.42,1
SMP-01459,163.8,48.2,50.5,1.67,3019.0,-0.33,0
SMP-01460,93.0,33.9,23.4,3.67,2606.0,-0.49,0
SMP-01461,216.9,52.1,34.2,6.45,3055.0,-0.09,1
SMP-01462,16.8,47.6,19.5,0.12,1947.0,0.28,0
SMP-01463,31.1,85.9,21.9,3.93,2219.0,-0.32,0
SMP-01464,44.6,32.5,30.3,7.36,1819.0,-0.47,0
SMP-01465,170.4,69.2,31.1,5.76,1197.0,-0.06,1
SMP-01466,29.7,48.6,37.8,2.51,2819.0,-0.41,0
SMP-01467,171.3,94.3,18.3,1.36,1910.0,-0.39,1
SMP-01468,95.8,74.7,20.0,4.62,2869.0,-0.44,0
SMP-01469,156.9,61.4,14.0,2.47,2694.0,0.32,0
SMP-01470,65.8,31.3,12.1,3.95,1985.0,-0.06,0
SMP-01471,141.6,40.5,27.9,1.62,3024.0,0.3,0
SMP-01472,35.6,91.6,16.8,2.76,1432.0,-0.21,0
SMP-01473,202.7,56.6,32.7,8.62,2689.0,0.42,1
SMP-01474,152.5,35.5,46.1,7.95,2788.0,-0.17,0
SMP-01475,253.9,41.9,27.1,1.36,2908.0,-0.33,1
SMP-01476,52.3,46.6,39.7,8.11,2392.0,0.18,0
SMP-01477,130.7,61.2,35.0,7.8,1165.0,0.28,1
SMP-01478,157.4,33.3,19.4,7.27,2176.0,-0.26,1
SMP-01479,133.4,61.3,29.7,6.16,330.0,-0.37,1
SMP-01480,60.3,88.9,51.4,5.18,1130.0,0.26,1
SMP-01481,186.5,67.3,39.3,5.25,2127.0,-0.5,1
SMP-01482,81.1,75.1,29.7,1.93,876.0,0.25,0
SMP-01483,61.4,39.4,12.1,2.39,3114.0,0.27,0
SMP-01484,33.6,61.7,43.0,6.87,2845.0,0.11,1
SMP-01485,255.9,32.6,45.5,7.48,1482.0,-0.18,1
SMP-01486,43.8,71.8,26.2,7.08,880.0,-0.26,0
SMP-01487,30.2,87.9,21.7,3.14,1950.0,-0.1,0
SMP-01488,186.3,32.5,43.2,4.57,1645.0,0.34,1
SMP-01489,198.7,40.8,51.3,8.54,2330.0,0.18,1
SMP-01490,245.0,46.8,15.3,1.51,1755.0,0.09,1
SMP-01491,73.0,37.6,26.3,5.25,1427.0,0.17,0
SMP-01492,131.7,47.5,46.8,8.54,748.0,-0.29,1
SMP-01493,214.5,64.9,29.3,1.86,994.0,0.49,1
SMP-01494,121.0,45.3,47.6,1.7,2266.0,0.35,1
SMP-01495,160.6,83.7,50.8,0.32,1405.0,-0.42,1
SMP-01496,19.4,31.6,33.7,5.03,2298.0,0.3,0
SMP-01497,53.9,63.8,47.8,5.52,2436.0,0.47,0
SMP-01498,72.7,87.4,15.2,3.01,2226.0,0.16,0
SMP-01499,35.5,49.8,30.6,5.7,901.0,0.24,0
SMP-01500,163.0,91.5,35.2,6.34,2095.0,-0.08,1
SMP-01501,43.5,55.4,35.7,7.76,1755.0,0.39,0
SMP-01502,91.0,64.2,39.8,2.04,2554.0,0.01,0
SMP-01503,153.4,84.2,21.3,1.41,2316.0,0.46,0
SMP-01504,41.1,89.6,22.6,2.95,724.0,0.25,0
SMP-01505,115.5,94.7,14.3,8.57,466.0,-0.24,1
SMP-01506,132.3,30.8,44.0,6.18,470.0,-0.23,1
SMP-01507,15.0,67.1,26.8,7.91,976.0,0.12,0
SMP-01508,60.6,30.4,35.2,0.31,2884.0,0.17,0
SMP-01509,221.4,76.1,30.8,6.63,572.0,0.13,1
SMP-01510,251.9,97.2,37.6,3.32,444.0,0.49,1
SMP-01511,244.4,41.2,18.5,8.41,3154.0,0.21,1
SMP-01512,33.3,50.4,42.1,1.8,2771.0,0.18,0
SMP-01513,51.9,77.3,28.3,3.46,1077.0,-0.16,0
SMP-01514,229.1,32.9,26.0,3.63,478.0,0.49,0
SMP-01515,56.5,68.9,43.4,5.61,918.0,0.08,1
SMP-01516,128.2,64.3,13.6,8.66,2518.0,0.49,1
SMP-01517,84.2,44.5,46.3,3.23,1354.0,-0.11,0
SMP-01518,220.6,60.5,26.0,2.58,2362.0,0.13,1
SMP-01519,221.0,66.2,19.8,3.1,2813.0,0.5,1
SMP-01520,192.1,58.3,44.0,7.5,307.0,0.07,1
SMP-01521,206.0,40.0,25.5,1.88,793.0,-0.41,1
SMP-01522,161.3,58.6,47.6,9.4,2310.0,0.11,1
SMP-01523,157.5,97.3,36.6,2.37,1866.0,-0.18,1
SMP-01524,243.2,93.3,34.8,6.81,2326.0,-0.07,1
SMP-01525,10.5,69.8,34.2,2.47,1506.0,0.11,0
SMP-01526,177.1,51.8,45.4,1.07,2108.0,-0.23,0
SMP-01527,46.9,62.2,30.8,3.23,1996.0,0.35,0
SMP-01528,188.4,78.1,41.9,0.9,2900.0,-0.18,1
SMP-01529,103.6,52.6,38.8,1.32,562.0,-0.12,0
SMP-01530,161.7,82.6,24.5,7.09,1365.0,-0.36,1
SMP-01531,230.1,61.3,20.6,0.34,2030.0,-0.24,1
SMP-01532,103.7,51.5,32.5,4.29,2090.0,-0.32,0
SMP-01533,23.5,85.7,37.6,0.26,1505.0,0.09,0
SMP-01534,219.0,77.9,46.4,8.19,1220.0,0.2,1
SMP-01535,100.2,47.9,22.6,3.49,2126.0,0.17,0
SMP-01536,74.3,82.6,31.2,5.89,3057.0,-0.08,1
SMP-01537,141.7,67.3,24.4,2.42,1131.0,-0.27,1
SMP-01538,259.1,73.3,28.9,4.59,2058.0,-0.43,1
SMP-01539,100.7,82.4,41.6,4.99,1730.0,0.28,1
SMP-01540,135.5,40.2,31.7,5.54,1063.0,-0.15,1
SMP-01541,222.6,89.0,38.7,4.2,1627.0,-0.38,1
SMP-01542,16.5,52.3,20.7,6.41,3035.0,-0.02,0
SMP-01543,180.8,75.7,18.6,2.63,2604.0,0.31,1
SMP-01544,30.8,78.1,14.4,0.64,718.0,-0.41,0
SMP-01545,130.6,65.2,23.9,2.96,1282.0,-0.16,0
SMP-01546,244.4,85.3,25.0,9.19,3137.0,0.39,1
SMP-01547,217.6,57.0,21.3,2.27,2957.0,-0.32,1
SMP-01548,185.4,83.0,28.6,7.11,2820.0,0.39,1
SMP-01549,162.7,43.0,27.3,8.06,523.0,0.12,1
SMP-01550,10.4,57.6,38.0,6.95,1746.0,0.18,0
SMP-01551,199.0,52.9,26.8,4.04,1543.0,-0.34,1
SMP-01552,139.9,35.2,38.7,7.38,2533.0,0.38,1
SMP-01553,133.3,76.9,32.4,5.47,1744.0,-0.25,1
SMP-01554,54.2,48.0,38.6,6.52,1524.0,-0.09,0
SMP-01555,109.2,96.3,35.1,8.28,495.0,-0.11,1
SMP-01556,151.7,77.0,40.6,0.76,1225.0,-0.3,0
SMP-01557,202.9,33.4,46.3,8.29,2317.0,-0.25,1
SMP-01558,224.2,62.1,13.0,6.62,2703.0,-0.04,1
SMP-01559,78.2,87.6,15.8,7.89,752.0,-0.02,0
SMP-01560,231.9,75.7,32.7,1.84,1809.0,-0.24,1
SMP-01561,173.5,96.7,19.1,7.44,837.0,0.09,1
SMP-01562,76.0,72.7,39.9,1.45,813.0,0.34,1
SMP-01563,21.0,89.3,50.1,6.02,1126.0,-0.35,1
SMP-01564,189.2,55.2,48.5,0.94,2453.0,-0.24,1
SMP-01565,194.8,42.7,46.4,5.01,1063.0,0.26,1
SMP-01566,86.9,38.3,17.3,5.51,2108.0,0.03,0
SMP-01567,239.3,61.7,38.7,3.76,439.0,0.45,1
SMP-01568,135.2,71.0,40.1,3.24,1767.0,-0.12,1
SMP-01569,220.1,56.9,37.9,3.22,977.0,-0.48,1
SMP-01570,143.9,87.4,41.5,0.14,1879.0,0.19,1
SMP-01571,108.2,73.8,38.8,2.49,2866.0,-0.02,0
SMP-01572,250.9,68.2,42.5,2.93,1716.0,-0.01,1
SMP-01573,245.1,37.9,45.6,0.21,1847.0,0.27,1
SMP-01574,141.9,63.5,40.5,0.96,2123.0,-0.1,0
SMP-01575,206.0,40.9,16.4,2.21,2853.0,-0.33,0
SMP-01576,133.6,79.4,30.2,3.23,1436.0,-0.29,0
SMP-01577,237.0,51.8,14.4,1.45,1161.0,-0.37,0
SMP-01578,32.3,36.4,32.0,2.29,2122.0,-0.36,0
SMP-01579,236.7,52.3,29.5,5.04,3174.0,0.03,1
SMP-01580,126.1,38.3,30.8,4.29,2120.0,-0.34,0
SMP-01581,162.4,58.9,33.8,7.81,2139.0,0.47,1
SMP-01582,221.1,82.4,26.6,4.71,1662.0,-0.47,1
SMP-01583,200.4,69.7,20.9,6.13,3103.0,0.49,1
SMP-01584,189.6,34.6,21.4,1.21,1484.0,0.05,0
SMP-01585,183.8,72.6,29.2,7.67,2188.0,-0.1,1
SMP-01586,67.3,92.3,39.3,9.17,593.0,0.17,1
SMP-01587,86.6,97.6,42.0,0.27,2390.0,0.28,1
SMP-01588,73.8,79.7,50.9,1.92,342.0,-0.2,1
SMP-01589,212.3,83.8,31.8,6.62,1095.0,0.3,1
SMP-01590,108.6,39.9,30.8,9.02,2723.0,0.37,1
SMP-01591,16.9,46.6,23.0,7.44,701.0,-0.36,0
SMP-01592,195.1,70.2,24.3,7.6,2198.0,0.33,1
SMP-01593,190.6,96.5,35.6,3.12,1402.0,-0.18,1
SMP-01594,86.1,51.6,28.8,2.06,371.0,-0.31,0
SMP-01595,200.7,83.4,49.9,5.23,3040.0,0.21,1
SMP-01596,96.2,68.5,41.8,8.5,1181.0,-0.48,1
SMP-01597,186.2,57.6,12.6,4.44,1489.0,0.46,1
SMP-01598,136.1,73.8,46.5,6.45,2485.0,0.26,1
SMP-01599,42.9,97.2,48.8,6.98,642.0,-0.34,1
SMP-01600,64.1,57.7,12.1,4.89,2549.0,0.3,0
SMP-01601,58.1,86.5,15.2,2.7,2179.0,0.42,0
SMP-01602,122.9,80.4,20.1,2.62,2789.0,0.41,1
SMP-01603,118.4,77.1,38.1,6.12,2420.0,0.28,1
SMP-01604,61.9,37.9,28.0,6.56,1104.0,-0.32,0
SMP-01605,92.6,39.2,32.2,5.22,1936.0,0.18,0
SMP-01606,33.7,58.2,32.5,2.83,1921.0,0.18,0
SMP-01607,78.5,86.0,15.0,8.81,2939.0,-0.04,1
SMP-01608,256.2,64.2,35.4,7.22,2696.0,0.43,1
SMP-01609,84.2,57.3,46.3,3.28,2172.0,-0.16,0
SMP-01610,214.6,74.7,42.0,3.91,2424.0,-0.03,1
SMP-01611,119.2,89.4,42.8,5.25,3001.0,0.28,1
SMP-01612,85.0,35.1,33.6,6.49,1610.0,0.42,0
SMP-01613,133.4,48.3,25.0,9.28,400.0,-0.3,1
SMP-01614,183.5,70.4,41.5,4.35,1353.0,0.25,1
SMP-01615,243.3,68.6,16.7,2.08,2845.0,0.29,1
SMP-01616,90.3,89.5,33.3,1.78,1184.0,-0.06,1
SMP-01617,11.8,44.4,19.4,6.49,349.0,0.14,0
SMP-01618,226.3,61.5,26.3,4.39,494.0,0.4,1
SMP-01619,64.0,40.6,34.6,7.52,3124.0,-0.04,0
SMP-01620,161.8,80.1,12.0,0.44,972.0,-0.37,0
SMP-01621,27.8,62.1,37.5,1.72,2934.0,-0.41,0
SMP-01622,192.8,61.5,31.4,2.83,708.0,-0.02,1
SMP-01623,159.7,78.4,37.2,9.0,773.0,0.43,1
SMP-01624,212.2,97.2,32.4,6.26,510.0,-0.47,1
